avg_star,num_sold_time,price,variation,product_id,shop_id,product_name,brand,storage,origin,type,skin_kind,is_5_star,is_4_star,is_3_star,is_2_star,is_1_star,is_commented,is_image,num_rating,processed_description,expiry,send_from,image_path
4.7,20,250000.0,"['Original', 'JOLSE Edition']",1012,674,[Hàng mới về] Sữa rửa mặt chăm sóc da chứa thành phần trà xanh dung tích 120ml,B-LAB,49.0,no_origin,no_type,no_skin,5,0,1,0,0,4,4,6,thời_gian giao hàng dự_kiến cho sản_phẩm này là từ 7 9 ngày đặc_điểm sữa rửa mặt tạo bọt dưỡng ẩm chiết_xuất từ matcha lá trà xanh loại_bỏ tất_cả các chất_thải và tạp_chất của da một_cách hiệu_quả giữ ẩm cho da sau khi rửa mặt cách sử_dụng lấy một lượng vừa đủ và nhẹ_nhàng masage mặt rửa sạch bằng nước ấm thông_tin sản_phẩm thương_hiệu b lab phù_hợp với mọi loại da dung_tích 120 ml sản_xuất tại hàn quốc đặc_điểm sữa rửa mặt tạo bọt dưỡng ẩm chiết_xuất từ matcha lá trà xanh loại_bỏ tất_cả các chất_thải và tạp_chất của da một_cách hiệu_quả giữ ẩm cho da sau khi rửa mặt cách sử_dụng lấy một lượng vừa đủ và nhẹ_nhàng masage mặt rửa sạch bằng nước ấm thông_tin sản_phẩm thương_hiệu b lab phù_hợp với mọi loại da dung_tích 120 ml sản_xuất tại hàn quốc,no_expiry,no_from,383277694_11957012785.jpg
5.0,499,58000.0,one_variation,1013,316,Sữa Rửa Mặt Hạt Nghệ Thorakao 100g,THORAKAO,69.0,no_origin,no_type,no_skin,81,4,0,0,0,50,44,85,với tinh_dầu nghệ hạt thiên_nhiên và thành_phần xà_phòng trung_tính sữa rửa mặt hạt nghệ giúp da ngăn_ngừa mụn khít lỗ chân_lông đặc_biệt tẩy sạch mụn cám tạo làn da mịn_màng tươi_mát hiệu_quả sẽ thật bất_ngờ khi bạn sử_dụng kết_hợp thêm với kem nghệ công_dụng làm da trắng mịn_màng sạch_sẽ ngăn_ngừa và giảm mụn se lỗ chân_lông hướng_dẫn sử_dụng thoa đều da mặt lấy một_ít sữa rửa mặt hạt nghệ vào lòng bàn_tay hòa thêm một_ít nước thoa đều trên da mặt chà mạnh chỗ có mụn cám rửa mặt sạch lại bằng nước bảo_quản để sản_phẩm ở nhiệt_độ phòng nơi khô_ráo thoáng mát tránh ánh nắng trực_tiếp và những nơi gần nguồn nhiệt ẩm mốc tránh xa tầm với của trẻ_em xuất_xứ việt nam hạn sử_dụng 3 năm kể từ ngày sản_xuất ghi trên bao_bì,no_expiry,hà nội,412741369_7690815765.jpg
4.9,617,138000.0,one_variation,1014,440,[Mã FMCGKAO122 giảm 8% đơn 250K] Bọt Rửa Mặt Ngừa Mụn Biore Marshmallow Whip Acne Care 150ml,Bioré,33.0,no_origin,no_type,no_skin,194,3,1,0,4,79,78,202,bioré bọt rửa mặt ngừa mụn 150 ml bioré bọt rửa mặt ngừa mụn bioré whip acne care 150 ml với vòi tự_tạo bọt tiện_lợi giúp làm sạch sâu dịu nhẹ ngừa mụn kháng_khuẩn công_nghệ thanh_lọc da spt độc_đáo hút sạch bụi bẩn bã_nhờn mà vẫn giữ độ_ẩm tự_nhiên không lo da_khô thô ráp nâng_niu da nhờ giảm tổn_thương do ma_sát với da mặt công_thức kháng_khuẩn tối_ưu cho da mụn dịu nhẹ với da cách dùng cho lượng thích_hợp bọt rửa mặt khoảng 1 2 lần nhấn vòi vào tay và mát_xa nhẹ_nhàng lên mặt ướt rửa lại thật sạch với nước tránh nhấn vòi dưới nước chảy thành_phần butylene glycol acid sodium hướng_dẫn sử_dụng sử_dụng vào buổi sáng và buổi tối lấy sản_phẩm ra lòng bàn_tay thoa bọt lên mặt và mát_xa nhẹ_nhàng theo chuyển_động tròn rửa mặt lại thật sạch bằng nước lạnh hoặc nước ấm hạn sử_dụng 3 năm kể từ ngày sản_xuất bảo_quản nơi khô_ráo thoáng mát tránh ánh nắng trực_tiếp xuất_xứ nhật thông_tin thương là thương_hiệu mỹ_phẩm chăm_sóc da nhật bản được sáng_lập vào năm 1980 bởi tập_đoàn kao danh_tiếng nguồn_gốc tên gọi bioré của thương_hiệu chăm_sóc da mặt nổi_tiếng khắp thế_giới này được kết_hợp hai từ theo tiếng nhật chứa_đựng hai yếu_tố quan_trọng với con_người nếu bio mang ý_nghĩa biểu_trưng cho sự sống thì ore là vàng nó bao_hàm cả vẻ đẹp sự thông_minh và tính nguyên_bản không chỉ là dòng mỹ_phẩm quen_thuộc tại việt nam bioré còn được ưa_chuộng ở nhiều nước châu_á khác vì luôn đáp_ứng được những nhu_cầu khác nhau của phái_đẹp trong việc chăm_sóc da với các sản_phẩm đa_dạng về chủng loại từ sữa rửa mặt sữa tắm sản_phẩm tẩy_trang sản_phẩm chống nắng đến miếng dán_mũi lột mụn bao_bì thay_đổi theo đơt nhập hàng,no_expiry,tp. hồ chí minh,158660528_2365378814.jpg
5.0,104,215000.0,one_variation,1015,675,[Date 28/06/2023] Sữa Rửa Mặt Dành Cho Da Dầu Mụn The Auragins Oil Balancing Gel Cleanser 150ml,The Auragins,12.0,Hàn Quốc,dạng lỏng,"Da dầu, mụn",40,1,0,0,0,21,19,41,sữa rửa mặt the auragins oil gel cleanser dịu nhẹ chiết_xuất từ tràm trà và rau_má ph đạt chuẩn cân_bằng lượng dầu thừa giúp làm sạch sâu mà không mất đi độ_ẩm tự_nhiên của làn da sữa rửa mặt có kết_cấu gel trong suốt nhẹ_nhàng làm sạch bụi bẩn dầu thừa cặn trang_điểm nhưng không làm khô da với thành_phần chính là tràm trà sản_phẩm giúp làm sạch sâu và cân_bằng lượng dầu thừa trên da chiết_xuất rau_má được ví_như vị cứu_tinh cho làn da dầu mụn với tính_năng ngăn_ngừa sự phát_triển của mụn và giảm tình_trạng sưng viêm ửng_đỏ đồng_thời bổ_sung vitamin b5 giúp lưu_giữ được độ_ẩm tự_nhiên cho da cảm_giác tươi_mát phù_hợp với da_dầu và da nhạy_cảm gel rửa mặt lành_tính gây ấn_tượng với người dùng bởi tiêu_chí không chứa xà_phòng soap fre dầu oil fre cồn khô paraben và màu nhân_tạo sự ra_đời của thương_hiệu the auragins xuất_phát từ niềm mong_muốn tạo ra một dòng sản_phẩm chăm_sóc da dịu nhẹ và lành_tính nhất cho làn da dầu mụn thông_qua hành_trình nghiên_cứu nhiều năm về làn da dầu mụn chúng_tôi luôn nổ lực tìm ra những thành_phần tự_nhiên tốt nhất kết_hợp với các hoạt_chất lành_tính nhất để cho ra_đời những sản_phẩm dưỡng da tốt nhất cho làn da bạn với the chu ng tôi đê u no i không vơ i ca c châ t gây ki ch ư ng da và tất_cả sản_phẩm được tạo ra với tiêu_chí không chất bảo_quản không cồn và màu nhân_tạo cách sử_dụng làm ướt da mặt cho một lượng nhỏ gel rửa mặt ra lòng bàn_tay tạo bọt sau đó xoa đều lên_da mặt masage da mặt nhẹ_nhàng để lấy đi chất bẩn và bã_nhờn rửa sạch lại với nước,no_expiry,tp. hồ chí minh,68857313_9871053698.jpg
5.0,86,130000.0,one_variation,1016,676,Sữa rửa mặt Simple Refreshing Facial Wash,simple,87.0,no_origin,no_type,no_skin,43,0,0,0,0,30,28,43,gel rửa mặt dưỡng ẩm 10 không chứa xà_bông nhẹ_nhàng rửa sạch lớp trang_điểm và tạp_chất cho làn da mềm mịn mơn_mởn sức_sống không chứa cồn chất tạo màu hương_liệu hay hóa_chất độc_hại có_thể gây kích ứng cho da hoàn_hảo sử_dụng ngay cả với làn da nhạy_cảm nhất rửa sạch hoàn_toàn lớp trang_điểm bụi bẩn và những tạp_chất khác cho làn da sạch mát và phục_hồi sức sống kết_hợp những thành_phần tốt cho da gồm nước tinh_lọc 3 lần và vitamin giúp phục_hồi và nuôi_dưỡng da mà không gây kích ứng hoàn_hảo cho cả làn da nhạy_cảm không chứa phẩm màu hay thuốc_nhuộm không hương_liệu nhân_tạo hay hóa_chất độc_hại có_thể gây kích ứng da đã qua kiểm_nghiệm da_liễu và được phê_duyệt được kiểm_nghiệm nhãn_khoa không gây dị_ứng không bít lỗ chân_lông,no_expiry,khánh hòa,57952478_10745536904.jpg
4.6,52,21900.0,one_variation,1017,98,Sữa rửa mặt trà xanh Inisfree,no_brand,15.0,Trung Quốc,dạng kem,Mọi loại da,8,0,0,0,1,3,3,9,sữa rửa mặt inisfre dòng trà xanh phiên_bản mới nhất 2021 với công_thức cải_tiến mới với hàm_lượng trà xanh được tăng_cường gấp đôi phiên_bản cũ giúp làm sạch và dưỡng ẩm cho da đồng_thời loại_bỏ bụi bẩn bám trên bề_mặt da cũng như lớp cặn make up dư_thừa cứng_đầu cho bạn một làn da sạch_sẽ dễ_chịu nhưng vẫn ẩm mịn không khô căng ưu_điểm của sữa rửa mặt inisfre gren tea pure foam dưỡng ẩm sâu giữ lại dộ ẩm tự_nhiên cho da nhẹ_nhàng làm sạch bụi bẩn và các tạp_chất trên da hạn_chế các dấu_hiệu tuổi_tác egcg giúp giảm tác_động của tia cực_tím hỗ_trợ tái_tạo tế_bào da hạn_chế dầu_nhờn và mụn cân_bằng độ_ẩm cho làn da căng mịn_màng,24,thái nguyên,106890215_15137993431.jpg
5.0,655,31900.0,one_variation,1018,98,Sữa Rửa Mặt Bơ,no_brand,9324.0,no_origin,no_type,no_skin,111,3,1,0,0,33,25,115,sữa rửa mặt aron chiết_xuất từ bơ bổ_sung dưỡng chất có tác_dụng dưỡng ẩm và làm trắng da phối_hợp các thành_phần được chiết_xuất từ thiên_nhiên nhẹ_nhàng làm sạch và se khít lỗ chân_lông bảo_vệ làn da bạn khi sử_dụng trọng_lượng 210 gr quy_cách tuýp xuất_xứ thái lan sữa rửa mặt aron 3 loại bơ chiết_xuất từ trái bơ và các hoặt chất thiên_nhiên nhẹ_nhàng lấy đi bụi bẩn và tế_bào chết trên da cho làn da mịn_màng và trắng sáng sữa rửa mặt aron chiết_xuất từ trái bơ tươi hoàn_toàn tự_nhiên rất giàu vitamin e a d nhất là vitamin e nên ba loại quả trên luôn được ưu_ái dùng cho các sản_phẩm và công_thức làm đẹp hầu_hết các kết_quả nghiên_cứu đều cho thấy vitamin e có tác_dụng bảo_vệ các axit chống lại sự oxy_hóa nhờ đó làm chậm quá_trình lão_hóa của tế_bào giúp làn da tươi_sáng và căng hơn sữa rửa mặt aron chiết_xuất từ bơ bổ_sung dưỡng chất có tác_dụng dưỡng ẩm và làm trắng da phối_hợp các thành_phần được chiết_xuất từ thiên_nhiên nhẹ_nhàng làm sạch và se khít lỗ chân_lông bảo_vệ làn da bạn khi sử_dụng với hương thơm tự_nhiên mang lại cho bạn làn da đầy quyến_rũ sữa rửa mặt bơ phù_hợp cho mọi loại da hướng_dẫn sử_dụng sau khi làm ướt mặt cho một lượng sữa rửa mặt vừa đủ vào lòng bàn_tay đánh tạo bọt rồi masage nhẹ_nhàng lên_da sau đó rửa sạch mặt lại với nước dùng hai lần mỗi ngày vào buổi sáng và tố,no_expiry,thái nguyên,106890215_1928549991.jpg
5.0,24,19800.0,one_variation,1019,677,[Sỉ-Rẻ] Sữa rửa mặt giảm nám và chống tàn nhang Đông Y Baizton da trắng sáng và dưỡng ẩm 60g [Lẻ-Sỉ],no_brand,4998.0,no_origin,no_type,no_skin,7,0,0,0,0,2,2,7,sỉ rẻ sữa rửa mặt giảm nám và chống tàn_nhang đông_y baizton da trắng sáng và dưỡng ẩm 60 g lẻ sỉ sản_phẩm bên shop bán_lẻ với giá sỉ cam_kết hàng chất_lượng check_mark công_dụng giúp làm mờ các mảng nám tàn nhàng và thâm mụn hiệu_quả hiệu_quả đối_với tất_cả các loại nám từ nám mảng chân sâu và nám hỗn_hợp nám mới hay lâu năm đều có hiệu_quả khi sử_dụng đủ liệu trình sản_phẩm dưỡng da trắng sáng tự_nhiên và đều màu cân_bằng dầu_nhờn diệt mụn liti mụn cám trên da se khít lỗ chân_lông dưỡng ẩm_dưỡng mịn và giảm nhăn vết chân_chim trên da sản_phẩm bên shop bán_lẻ với giá sỉ cam_kết hàng chất_lượng,no_expiry,tp. hồ chí minh,126451534_12896580640.jpg
4.9,402,22000.0,one_variation,1020,36,sữa rửa mặt nhân sâm hàn quốc,no_brand,23.0,no_origin,dạng lỏng,Da hỗn hợp,69,1,1,0,1,19,13,72,rose sữa rửa mặt nhân_sâm korea red ginseng foam minus xuất_xứ hàn minus dung_tích 130 ml sl giảm woman_tipping_hand bụi bẩn và các chất bã_nhờn do hoạt_động cả ngày dài khiến cho da của bạn không còn khỏe_mạnh mịn_màng và tràn_đầy sức_sống nữa chắc_chắn đây là vấn_đề khiến nhiều bạn nữ yêu_thích làm đẹp vô_cùng lo_lắng đặc_biệt là với da mặt phải tiếp_xúc trực_tiếp với những bụi bẩn và ánh nắng khi bạn đi làm hay đi chơi cùng bạn_bè với sữa rửa mặt sâm đỏ my gold korea red ginseng foam được chiết_xuất đặc_biệt từ sự kết_hợp hoàn_hảo của nhân_sâm dâu_tằm trà xanh vitamin a e sẽ giúp bạn loại_bỏ nhanh_chóng những bụi bẩn và bã_nhờn trên da mặt của bạn với sữa rửa mặt sâm đỏ my gold korea red ginseng foam chắc_chắn sẽ mang đến cho bạn một làn da khỏe_mạnh mịn_màng rạng_rỡ và trắng sáng tự_nhiên đáng mơ_ước bên cạnh đó với sữa rửa mặt sâm đỏmy gold korea red ginseng foam hoàn_toàn được làm từ các chất tự_nhiên không chứa các chất có độc_hại cho_nên bạn hãy hoàn_toàn yên_tâm khi sử_dụng bộ sản_phẩm cao_cấp này woman_tipping_hand công_dụng giúp loại_bỏ những chất có thải tẩy sạch bã_nhờn và làm thoáng lỗ chân_lông làm da bạn sạch hơn cung_cấp các dưỡng chất làm tăng sắc_tố cho da trẻ_hóa các tế_bào tác_dụng giữ ẩm hiệu_quả duy_trì sự đàn_hối cho làn da mịn_màng tươi_sáng và trắng hồng tự_nhiên ngăn_ngừa mụn cám tàn_nhang cung_cấp lượng nước cần_thiết để giữ độ_ẩm cho da giúp da luôn mềm_mại mà không thô ráp tạo lớp màng bảo_vệ ngăn_chặn những tác_hại của môi_trường lên_da,24,tp. hồ chí minh,120827064_4759376783.jpg
5.0,2200,56000.0,one_variation,1021,182,Sữa rửa mặt dưỡng trắng và ngăn ngừa mụn Acnes Pure White Cleanser 100g,Acnes,60.0,no_origin,no_type,no_skin,832,24,3,0,0,330,292,859,công_nghệ_dưỡng trắng từ acnes được nghiên_cứu dựa trên khả_năng tự tái_sinh và phục_hồi của làn da kết_hợp hiệu_quả các thành_phần được đặc_chế chuyên_biệt nuôi_dưỡng da tươi_sáng mịn_màng từ bên trong thành_phần chính bao_gồm white complex phức_hợp c boster và alpinia white từ thiên_nhiên giúp chống oxy_hóa làm giảm sự hình_thành và làm mờ sắc_tố melanin tạo ra ở lớp đáy thượng_bì dưỡng da trắng mịn và ngăn_chặn tác_động của tia uv lên_da aha và bha rửa sạch chất nhờn dự và bụi bẩn nhẹ_nhàng lấy đi lớp sừng già ngăn_ngừa khuẩn mụn hiệu_quả ha acid cung_cấp độ ẩm cần_thiết giúp tăng_cường_độ đàn_hồi cho làn da ẩm mượt sáng khỏe hướng_dẫn sử_dụng làm ướt mặt lấy một lượng kem vừa đủ vào lòng bàn_tay tạo bọt thoa đều khắp_mặt rửa sạch với nước sử_dụng kết_hợp với acnes pure white cream để dưỡng trắng hiệu_quả thông_tin sản_phẩm thương_hiệu acnes thuộc công_ty rohto việt nam ngày sản_xuất xem chi_tiết trên bao_bì sản_phẩm hạn sử_dụng 3 năm kể từ ngày sản_xuất xuất_xử thương_hiệu nhật bản nơi sản_xuất việt nam acnes bao_bì thay_đổi theo từng đợt nhập hàng,no_expiry,tp. hồ chí minh,59597911_1659025630.jpg
4.6,61,69000.0,"['Xanh Lá', 'Xanh Ngọc', 'Xanh Dương']",1022,678,Sữa rửa mặt Cerave 236ml,no_brand,214.0,no_origin,no_type,no_skin,14,1,1,1,0,6,4,17,sữa rửa mặt cerave 236 ml dành cho mọi loại da thương_hiệu cerave thể_tích 236 ml sữa rửa mặt cerave luôn là sữa rửa mặt được khuyên dùng hàng ngày vì độ dịu nhẹ cũng như khả_năng làm sạch da lý_tưởng em này được vote và review cực nhiều trên các diễn_đàn làm đẹp trên thế_giới sư a rư a mă t cerave có độ_ph chuẩn 5_5 phù_hợp cho la n da thươ ng đê n dâ u da_khô da mụn thậm_chí các làn da nhạy_cảm cerave foaming facial da_dầu hỗn_hợp thiên dầu da mụn dạng gel tạo bọt nhẹ giúp lấy đi các bụi bẩn và dầu thừa nhưng ko làm khô da cerave da thường đến da_khô da nhạy_cảm dạng kem dịu nhẹ an_toàn nhưng làm sạch vẫn cực_kỳ đỉnh_cao sữa rửa mặt cấp ẩm sữa rửa mặt nam cao_cấp hướng_dẫn sử_dụng lấy một lượng vừa phải sau đó masage trên da và rửa sạch lại với nước sử_dụng ngày 2 lần vào buổi sáng và tối hướng_dẫn sử_dụng làm ướt mặt sau đó cho một lượng vừa đủ cerave ra lòng bàn_tay và masage nhẹ_nhàng trên mặt cuối_cùng rửa sạch với nước sử_dụng 2,no_expiry,hà nội,264988200_18213136175.jpg
5.0,250,25000.0,one_variation,1023,506,Sữa rửa mặt Gạo Rice Milk Civic Thái Lan - Chính Hãng,no_brand,66.0,Thái Lan,dạng kem,"Da mụn trứng cá, Mọi loại da, Da hỗn hợp, Nhạy cảm",57,2,0,0,0,29,24,59,xuất_xứ thái lan hãng sản_xuất civic trọng_lượng 180 ml 1 thành nước cùng các dưỡng chất làm mềm da làm ẩm da làm mượt da smoth chủ_yếu được chiết_xuất từ các loại dầu có trong từng bông lúa gạo lanolin glyceryl vitamine e sodium đặc biệtlà glycerin một trong những chất giữ ẩm cực_mạnh có tính_chất hút mỡ và nước 2 công_dụng của sữa rửa mặt rice milk giúp làm sạch sâu các lỗ chân_lông lấy đi các bụi bẩn khó sạch khi rửa bằng nước chống nám sạm và tàn_nhang có tác_dụng kiểm_soát chất nhờn cân_bằng độ_ẩm cho da hương thơm nhẹ dịu sảng_khoái mang lại cảm_giác dễ_chịu cho người sử_dụng được làm từ sửa gạo và tinh_chất colagen có tác_dụng rất tốt cho da dầu da nhạy_cảm da bị mụn đặc_biệt là không bị khô rát da giữ ẩm và làm mềm da rất tốt trong mùa hanh khô không chứa_chất tiệt_trùng như hay các chất sát_khuẩn rất có hại cho da thường da mụn giúp làm sạch sâu các lỗ chân_lông lấy đi các bụi bẩn khó sạch khi rửa bằng nước chống nám sạm và tàn_nhang có tác_dụng kiểm_soát chất nhờn cân_bằng độ_ẩm cho da_cam_kết hàng chính hãng hundred_points nhập hàng từ hãng giá cạnh_tranh luôn bắt kịp xu_hướng 𝒏𝒉𝒂𝒏𝒉_𝒏𝒉ấ𝒕 ship cod toàn_quốc chuyên sl mỹ_phẩm và phụ_kiện chính hãng telephone hotline và zalo windy,36,hà nội,303372845_14876902039.mp4
5.0,347,45500.0,"['Bò', 'Dưa leo', '1 tuyp']",1024,679,Combo 5 tuyp sữa rữa mặt bò,no_brand,160.0,no_origin,no_type,no_skin,119,1,0,0,1,43,28,121,sữa rửa mặt lyolan tẩy tế_bào chết với tinh_chất làm trắng da từ sữa bò 10 cho làn da trắng sáng mịn_màng bảo_vệ da ngăn_chặn những vết nám trên da ngăn_chặn mụn đầu_đen và mụn cám cung_cấp chất dưỡng ẩm cho da đem lại vẻ mịn_màng cho da mùi thơm nhẹ_nhàng dễ_chịu,no_expiry,tp. hồ chí minh,48460771_1601145505.jpg
4.9,189,59000.0,"['50', '100']",1025,209,Sữa rửa mặt  Senka Perfect Whip Acne Care 50g/100g,SENKA,10.0,Nhật Bản,dạng lỏng,Da mụn trứng cá,38,0,0,0,1,25,24,39,chiết_xuất từ hoa_cúc từ vùng kyoto nhật bản 1 công_dụng sản_phẩm bọt tơ_tằm trắng mịn kết_hợp với acid giúp làm sạch bụi bẩn bã_nhờn tế_bào da chết nằm sâu trong lỗ chân_lông giúp giảm nhờn bóng dầu bảo_vệ da trước những tác_nhân gây mụn đồng_thời chiết_xuất hoa_cúc vùng kyoto nhật bản giúp da kháng_khuẩn chống oxi_hóa thanh_lọc cung_cấp độ ẩm cho làn da sạch thoáng ẩm mịn sáng rạng_rỡ 2 hướng_dẫn sử_dụng làm ướt tay lấy một lượng vừa đủ khoảng 2 3 cm ra lòng bàn_tay tạo thật nhiều bọt với một_ít nước mát_xa da mặt với bọt theo chuyển_động tròn rửa lại thật sạch với nước 3 thông_tin khác thông_tin dị_ứng nếu có không có hướng_dẫn bảo_quản tránh nơi có nhiệt_độ cao hoặc tiếp_xúc trực_tiếp với ánh nắng mặt_trời ngưng sử_dụng ngay khi có biểu_hiện kích ứng và hỏi ý_kiến bác_sĩ ngày sản_xuất xem mfg trên bao_bì hạn sử_dụng 3 năm kể từ ngày sản_xuất xuâ t xư thương_hiệu nhật bản nơi sản_xuất công_ty tnh shiseido việt nam,no_expiry,hà nội,84728643_5745693126.jpg
4.9,457,59900.0,one_variation,1026,57,[ Chính hãng ] Sữa rửa mặt sáng da kiểm soát nhờn Nivea Men Extra White Oil Control Mud Foam 100g xanh,no_brand,123.0,no_origin,no_type,no_skin,106,6,1,1,1,46,36,115,sữa rửa mặt sáng da kiểm_soát nhờn nivea men extra white oil control mud foam 10 g sữa rửa mặt sáng da kiểm_soát nhờn nivea men extra white oil control mud foam ứng_dụng công_thức coling mud chứa khoáng_chất và bạc_hà mát lạnh không_chỉ làm sạch sâu loại_bỏ mụn trứng_cá mụn đầu trắng đầu_đen mà_còn giúp điều_tiết bã_nhờn ngăn_ngừa các tác_nhân gây mụn đồng_thời chất dưỡng sáng whitinat sẽ mờ vết thâm do mụn cải_thiện làn da sạm nám không đều màu cho bạn nam làn da sáng khỏe sạch mụn hướng_dẫn sử_dụng và bảo_quản làm ướt mặt lấy một lượng vừa đủ vào lòng bàn_tay tạo bọt và masage nhẹ_nhàng lên_da rửa sạch với nước dùng ít_nhất 2 lần ngày vào buổi sáng và tối bảo_quản nơi khô_ráo thoáng mát tránh ánh nắng trực_tiếp và nhiệt_độ cao tránh xa tầm tay trẻ_em thông_tin thương_hiệu nivea là thương_hiệu chăm_sóc da và chăm_sóc cơ_thể hàng_đầu thế_giới thuộc công_ty đức công_ty được thành_lập vào ngày 28 3 182 bởi carl tên thương_hiệu nivea có nguồn_gốc từ tiếng latin nghĩa_là tuyết trắng trong những năm 80 thương_hiệu nivea đã vươn xa và nổi_tiếng trên toàn thế_giới nivea không ngừng chuyển_mình và cải_tiến để đạt được hiệu_quả cao nhất của các sản_phẩm chính vì_thế nivea là một thương_hiệu nhận được sự tin_tưởng và ưu chuộng từ khắp nơi trên thế_giới sau hơn 125 năm tìm_tòi nghiên_cứu trong việc chăm_sóc da mỹ_phẩm nivea đang sở_hữu một trong những trung_tâm nghiên_cứu phát_triển hiện_đại nhất thế_giới,no_expiry,hà nội,80971595_2262750964.mp4
4.9,510,95000.0,one_variation,1027,680,Sữa Rửa Mặt Mật Nhân Sâm 36 Vị,no_brand,13.0,Việt Nam,no_type,no_skin,142,4,2,0,2,68,55,150,sữa rửa mặt mật nhân_sâm 36 vị xuất_xứ việt nam công_dụng làm sạch da mặt giúp ngừa mụn se khít lỗ chân_lông giúp da mềm_mại mịn_màng,no_expiry,đắk lắk,36758451_8516571347.jpg
4.9,343,105000.0,one_variation,1028,28,Alcophil 150ml sữa rửa mặt sữa tắm dành cho da khô nhạy cảm,no_brand,652.0,no_origin,no_type,no_skin,81,4,1,0,1,56,52,87,thành_phần water cetaryl alcohol glycol công_dụng alcophil là sữa làm sạch dưỡng da cao_cấp không giống như xà_phòng không giống như xà_phòng không chứa không chứa kiềm không chứa hương_liệu không tạo nhân mụn trứng_cá thích_hợp cho da nhờn da_khô và đặc_biệt cho làn da mỏng_manh nhạy camrcuar trẻ sơ_sinh và trẻ nhỏ người_lớn dùng rửa mặt_hàng ngày giúp dưỡng da sạch nhờn ngừa mụn làm sạch trang_điểm tắm khô cho các sản_phụ mới sinh người cao tuổi trẻ_em và trẻ sơ_sinh dùng tắm hàng ngày để ngăn_ngừa da bị rôm_sảy hăm da ngứa da một_cách hiệu_quả rửa lau miệng sau khi bú ăn sử_dụng tắm cho trẻ bị rôm_sảy hăm da ngứa da cách dùng không dùng với nước cho sữa lên_da và xoa nhẹ với công_thức đặc_biệt ít tạo bọt alcophil sẽ nhẹ_nhàng làm sạch làn da dùng một miếng vải mềm hoặc khăn giấy lau phần sữa còn dư để lại trên da một màng sữa mỏng đặc_tính làm mềm và dịu của sữa sẽ giữ cho da mềm và ẩm khi không dùng nước bôi sữa lên_da và xoa nhẹ sau đó rửa sạch bằng nước làm sạch trang_điểm dùng bông coto bông_gòn hoặc vải mềm thấm alcophil để làm sạch với công_thức cải_tiến ít bọt alcophil có_thể dùng làm sạch cả vùng da quanh mắt,no_expiry,hà nội,73391131_7196772652.jpg
4.7,63,18000.0,one_variation,1029,6,Sữa Rửa Mặt Đông Y Gia Truyền,no_brand,437.0,no_origin,tẩy tế bào chết,no_skin,9,0,0,1,0,3,1,10,sữa rửa mặt đông_y_gia_truyền không làm ce phải thất_vọng hiện nhà yến đã cập_nhật luôn bản mới ra_mắt cải_tiến vỏ của công_ty nicos rồi nha giờ là khách cần loại nào có đủ loại ấy ship tận nơi nhanh gọn lẹ nè srm đông_y_gia_truyền thì khỏi phải nói về độ hiệu_quả của nó rồi giúp kìm dầu_nhờn se khít lỗ chân_lông làm sạch sâu cấp ẩm căng bóng làn da dưỡng trắng ngăn_ngừa mụn li_ti vừa là sữa rửa mặt vừa là tẩy tế_bào chết vừa có_thể đắp mặt_nạ được luôn,no_expiry,tp. hồ chí minh,492729537_16583139753.jpg
4.7,61,38500.0,"['Trà xanh', 'Cam chanh', 'Yến mạch', 'Mơ đào', 'Cà phê - Dừa']",1030,677,[Sỉ-Rẻ] Sữa rửa mặt tẩy tế bào chết St.Ives 170g của Mỹ - XQ539 [Lẻ-Sỉ],no_brand,4986.0,no_origin,no_type,no_skin,10,2,1,0,0,5,4,13,sỉ rẻ sữa rửa mặt tẩy tế_bào chết st ives 170 g của mỹ xq539 lẻ sỉ hàng bên shop bán_lẻ với giá sỉ cam_kết hàng chất_lượng công_dụng nhẹ_nhàng lấy đi các tế_bào chết trên da trả lại cho bạn làn da tươi_sáng trẻ_trung hỗ_trợ làm giảm mụn cám công_thức kép kết_hợp giữa chiết_xuất bột yến_mạch và kem tẩy tế_bào chết 10 thiên_nhiên nuôi_dưỡng chăm_sóc làn da giúp da sáng mềm mịn với chiết_xuất 10 thiên_nhiên hoàn_toàn không gây dị_ứng không gây mụn hàng bên shop bán_lẻ với giá sỉ cam_kết hàng chất_lượng,no_expiry,tp. hồ chí minh,126451534_12322408369.jpg
